step	elapsed_s	loss	grad_norm	mem_gib	token_acc	lr	tokens_this_step	tokens_per_gpu_per_sec	train_speed_s_per_it
186	342.0	0.84667969	6.3125	70.79	0.74311927	7.88e-06	1105	300.3	1.839585
187	344.0	1.52539062	8.1875	70.79	0.62570597	7.92e-06	528	143.5	1.839994
188	345.0	1.80099487	8.5625	70.79	0.57506361	7.97e-06	1069	291.3	1.834831
189	347.0	1.00488281	16.625	70.79	0.71270247	8.01e-06	7387	2013.7	1.834141
190	349.0	1.20654297	80.0	70.79	0.67394469	8.05e-06	308	83.9	1.835709
191	351.0	1.56445312	16.125	70.79	0.62797822	8.09e-06	3975	1080.5	1.839419
192	354.0	1.37207031	5.34375	70.79	0.64889566	8.14e-06	1689	457.8	1.844678
193	355.0	0.90026855	6.3125	70.79	0.75318066	8.18e-06	396	107.6	1.839489
194	356.0	1.17626953	13.9375	70.79	0.70683321	8.22e-06	723	197.0	1.835109
195	357.0	0.62451172	5.6875	70.79	0.84539768	8.26e-06	971	265.2	1.830731
196	360.0	1.49090576	5.78125	70.79	0.60847027	8.31e-06	2327	634.0	1.835265
197	361.0	1.02783203	7.625	70.79	0.71156559	8.35e-06	288	78.7	1.830593
198	362.0	0.97509766	5.625	70.79	0.7080426	8.39e-06	406	110.9	1.829772
199	364.0	1.02636719	6.03125	70.79	0.72506636	8.43e-06	8107	2215.3	1.829757
200	367.0	1.39526367	5.875	70.79	0.63605046	8.47e-06	13811	3759.3	1.836934
201	369.0	1.87841797	6.0	70.79	0.57975614	8.52e-06	2319	631.1	1.837275
202	370.0	1.75683594	11.6875	70.79	0.58396947	8.56e-06	2017	550.2	1.832831
203	374.0	1.3515625	74.0	70.79	0.64822669	8.6e-06	2123	576.7	1.840699
204	378.0	1.4017334	29.375	70.79	0.62884583	8.64e-06	13780	3716.7	1.853779
205	380.0	1.05712891	15.75	70.79	0.69966443	8.69e-06	3009	812.5	1.851798
206	381.0	0.99414062	6.40625	70.79	0.70612245	8.73e-06	4978	1344.7	1.850915
207	384.0	1.83532715	28.25	70.79	0.59512454	8.77e-06	1161	312.9	1.855131
208	385.0	1.42041016	36.5	70.79	0.66091954	8.81e-06	2065	557.8	1.850883
209	386.0	0.93066406	4.9375	70.79	0.74193548	8.86e-06	5559	1503.6	1.848574
210	387.0	0.67236328	4.875	70.79	0.81285714	8.9e-06	590	159.9	1.844507
211	388.0	0.61865234	5.34375	70.79	0.818906	8.94e-06	593	161.2	1.839836
212	391.0	0.79943848	4.9375	70.79	0.77092292	8.98e-06	1783	483.0	1.845923
213	395.0	1.70898438	442.0	70.79	0.60733549	9.03e-06	2092	564.7	1.852445
214	396.0	1.03125	54.0	70.79	0.70902574	9.07e-06	2385	644.1	1.851326
215	399.0	1.3260498	17.375	70.79	0.64491616	9.11e-06	793	213.5	1.856863
216	400.0	2.02801514	9.125	70.79	0.53889586	9.15e-06	3808	1027.3	1.853421
217	402.0	2.59521484	10.3125	70.79	0.48638298	9.19e-06	233	62.9	1.853221
218	405.0	1.43045044	6.0	70.79	0.6244204	9.24e-06	77	20.7	1.855755
219	406.0	1.03320312	5.90625	70.79	0.7	9.28e-06	1765	475.5	1.855949
220	408.0	1.87353516	8.375	70.79	0.56207263	9.32e-06	2270	611.4	1.856421
221	412.0	1.25073242	64.5	70.79	0.6575039	9.36e-06	2247	603.1	1.863002
222	413.0	0.77636719	13.8125	70.79	0.76908694	9.41e-06	4163	1119.2	1.859853
223	416.0	1.41125488	36.5	70.79	0.62591144	9.45e-06	297	79.6	1.865741
224	418.0	1.08007812	11.5625	70.79	0.69667674	9.49e-06	1579	423.1	1.866072
225	419.0	1.02929688	25.125	70.79	0.70605187	9.53e-06	3247	871.7	1.862481
226	421.0	1.82763672	8.1875	70.79	0.56742179	9.58e-06	1053	282.9	1.861138
227	424.0	1.26293945	4.5625	70.79	0.65861643	9.62e-06	12963	3473.1	1.866202
228	425.0	1.45092773	6.15625	70.79	0.63632645	9.66e-06	1244	333.7	1.863855
229	428.0	1.36425781	4.84375	70.79	0.6302439	9.7e-06	1946	520.5	1.86943
230	430.0	0.93505859	286.0	70.79	0.71176197	9.75e-06	8307	2221.8	1.869415
