# Loss curve from /home/ubuntu/fyh/megatron_output/gemma4_opt/p0_baseline_fsdp2/full_epoch/v0-20260425-045155/logging.jsonl
# 2354 steps, 2353 valid loss values
# elapsed: 4426s = 73.8min
# loss: first=1.9209  last=1.2576  min=0.2666  mean=1.2058
# NaN steps: 0

  step    elapsed      loss   grad_norm   mem_gib    tok/step  spark
   982      1848s    0.7578      4.0938     76.61         762  ▁
   983      1849s    1.0459      5.1250     76.61        1566  ▂
   984      1850s    0.5297     11.0625     76.61        1175   
   985      1853s    1.2913     19.5000     76.61         734  ▃
   986      1854s    0.9370      7.7188     76.61         659  ▂
   987      1855s    1.1416      4.4062     76.61         832  ▂
   988      1856s    1.4009     10.7500     76.61        2875  ▃
   989      1857s    2.3303      9.4375     76.61         758  ▆
   990      1860s    1.1838     63.7500     76.61        1166  ▂
   991      1862s    0.9038      8.8750     76.61        7877  ▁
   992      1864s    1.3414      6.5312     76.61         713  ▃
   993      1865s    1.0234      9.2500     76.61         153  ▂
   994      1866s    0.8633      4.6562     76.61        4760  ▁
   995      1869s    0.7998      3.6562     76.61        6431  ▁
   996      1870s    1.4036     23.6250     76.61        7450  ▃
   997      1871s    2.1035      4.9062     76.61        1534  ▅
   998      1872s    1.2549      5.4062     76.61        1235  ▂
   999      1873s    1.6067      4.7812     76.61        1976  ▄
  1000      1874s    1.2026     10.3750     76.61        3497  ▂
  1001      1875s    1.0918      9.8750     76.61          90  ▂
  1002      1878s    0.9819      5.7188     76.61        1473  ▂
  1003      1880s    0.5703      6.5000     76.61        1168   
  1004      1884s    1.2004      4.3438     76.61        1136  ▂
  1005      1885s    0.9932      7.4062     76.61         957  ▂
  1006      1887s    1.3917     45.2500     76.61         299  ▃
  1007      1889s    0.7339      3.3438     76.61         773  ▁
  1008      1892s    1.8061      6.0938     76.61        5502  ▄
  1009      1897s    1.4769      6.3750     76.61        1197  ▃
  1010      1898s    1.2661     36.7500     76.61         922  ▃
  1011      1900s    1.6890      4.2812     76.61         689  ▄
  1012      1902s    1.6464      4.5938     76.61         680  ▄
  1013      1904s    1.6975     16.8750     76.61         859  ▄
  1014      1907s    1.2137     10.0625     76.61        1332  ▂
  1015      1910s    0.6221      5.4375     76.61         502  ▁
  1016      1912s    1.3621      8.3750     76.61        6026  ▃
  1017      1914s    1.5138     11.9375     76.61        1819  ▃
  1018      1918s    1.3941     28.5000     76.61        1259  ▃
  1019      1921s    1.2823      3.7812     76.61       13348  ▃
  1020      1922s    1.1123     23.5000     76.61        1696  ▂
  1021      1924s    1.7913      7.6250     76.61        1471  ▄
  1022      1925s    1.1797      6.3750     76.61        3120  ▂
  1023      1926s    0.9883      5.0625     76.61        2870  ▂
  1024      1927s    0.9858     19.0000     76.61         633  ▂
  1025      1929s    0.9600      4.5000     76.61        3041  ▂
  1026      1932s    1.2208      3.3750     76.61        3000  ▂
  1027      1933s    1.0259    251.0000     76.61         377  ▂
  1028      1935s    0.9639     12.8750     76.61         546  ▂
  1029      1938s    1.3101      3.1406     76.61         885  ▃
  1030      1939s    1.5597     10.6250     76.61         853  ▃
  1031      1941s    1.1580      4.2500     76.61        1179  ▂
  1032      1942s    1.8394      6.0312     76.61         569  ▄
  1033      1943s    1.0950     68.0000     76.61        3924  ▂
  1034      1946s    1.3164      3.3750     76.61       13840  ▃
  1035      1947s    1.3906      7.1875     76.61        5114  ▃
  1036      1948s    1.4187      8.8750     76.61        1641  ▃
  1037      1952s    1.1394     17.7500     76.61         107  ▂
  1038      1953s    1.0488      4.5000     76.61         836  ▂
  1039      1954s    0.7461     22.7500     76.61        5192  ▁
  1040      1957s    1.9287      9.1875     76.61        1466  ▅
  1041      1959s    1.3906      9.2500     76.61        1615  ▃
  1042      1961s    0.7432      6.1875     76.61        1480  ▁
  1043      1964s    1.1504      2.7500     76.61       13020  ▂
  1044      1967s    0.9961    112.0000     76.61         442  ▂
  1045      1969s    1.1445      7.7188     76.61        1224  ▂
  1046      1972s    0.9819      5.1875     76.61         280  ▂
  1047      1973s    0.7274      8.0625     76.61          70  ▁
  1048      1976s    1.1279     15.6875     76.61       11463  ▂
  1049      1977s    1.7974      9.0000     76.61         679  ▄
  1050      1980s    1.2734     12.6875     76.61        2307  ▃
  1051      1981s    0.9177      7.5312     76.61        2387  ▁
  1052      1982s    0.5576      4.3125     76.61        1135   
  1053      1984s    1.8209     41.7500     76.61        7302  ▄
  1054      1986s    1.1636      5.2812     76.61        5328  ▂
  1055      1987s    1.1909      8.3125     76.61        3525  ▂
  1056      1990s    1.2524     10.6875     76.61         558  ▂
  1057      1991s    1.8193      7.3438     76.61        1775  ▄
  1058      1994s    1.2311      7.6875     76.61        2491  ▂
  1059      1995s    0.6514      8.3125     76.61         859  ▁
  1060      1997s    1.5391      4.7188     76.61        5460  ▃
  1061      1998s    0.7524     44.0000     76.61         332  ▁
  1062      1999s    1.4465      5.5312     76.61         573  ▃
  1063      2001s    1.2178      6.3438     76.61        3565  ▂
  1064      2002s    0.7231      8.1250     76.61        1672  ▁
  1065      2004s    1.0769     10.9375     76.61        6073  ▂
  1066      2005s    1.9390      6.2188     76.61        1829  ▅
  1067      2009s    1.1221      2.9062     76.61       13534  ▂
  1068      2010s    1.2462      4.4688     76.61         485  ▂
  1069      2011s    0.7071      5.8125     76.61         287  ▁
  1070      2012s    1.8557     12.2500     76.61        2316  ▄
  1071      2014s    1.3140      4.8750     76.61          97  ▃
  1072      2014s    1.1841    204.0000     76.61         333  ▂
  1073      2015s    0.9966     49.5000     76.61        1955  ▂
  1074      2016s    1.2004      4.4062     76.61        1096  ▂
  1075      2017s    0.8994      4.0312     76.61        3378  ▁
  1076      2019s    0.9126     14.2500     76.61        1018  ▁
  1077      2021s    1.2118      3.6094     76.61       12146  ▂
  1078      2025s    0.8984     17.1250     76.61        1393  ▁
  1079      2026s    1.1189      6.2812     76.61        4097  ▂
  1080      2027s    1.8101      6.0000     76.61        1915  ▄
  1081      2030s    1.7607      7.7188     76.61        1322  ▄
  1082      2032s    0.8359     42.2500     76.61        1353  ▁
  1083      2035s    1.9485     14.5625     76.61        3420  ▅
  1084      2039s    1.4048      5.1562     76.61        2871  ▃
  1085      2040s    1.1816      8.3125     76.61        1037  ▂
  1086      2042s    0.8383      3.6875     76.61        4202  ▁
  1087      2044s    1.1875      4.1250     76.61        5733  ▂
  1088      2047s    1.3024      9.0000     76.61         902  ▃
  1089      2048s    1.5374      4.5312     76.61        5880  ▃
  1090      2049s    0.9292      6.0938     76.61        1129  ▂
  1091      2050s    0.8447      8.2500     76.61         363  ▁
  1092      2051s    1.8679      4.8125     76.61        1822  ▄
  1093      2053s    1.3683      5.4688     76.61        6759  ▃
  1094      2054s    0.8362     19.8750     76.61         500  ▁
  1095      2058s    1.0938     17.2500     76.61        8696  ▂
  1096      2061s    1.1393      3.0312     76.61       13527  ▂
  1097      2063s    1.7437      8.9375     76.61        8748  ▄
  1098      2064s    1.6123     11.9375     76.61        1590  ▄
  1099      2066s    1.4436      5.4062     76.61       11060  ▃
  1100      2068s    1.5795      4.3125     76.61        1744  ▃
  1101      2070s    0.7751      3.5469     76.61        7111  ▁
  1102      2071s    0.6128      4.9688     76.61        1417  ▁
  1103      2075s    1.0604      4.2188     76.61         520  ▂
  1104      2077s    0.7741      2.8125     76.61        1064  ▁
  1105      2079s    1.3054      6.8750     76.61       11208  ▃
  1106      2080s    1.8916      7.2812     76.61         866  ▄
  1107      2081s    0.7056      4.6562     76.61        1576  ▁
  1108      2083s    0.8755     10.0625     76.61        2456  ▁
  1109      2084s    1.0361      6.5312     76.61        3993  ▂
  1110      2087s    1.3109      3.1562     76.61        1331  ▃
  1111      2088s    1.0078     34.2500     76.61        2711  ▂
  1112      2089s    1.3811      4.9062     76.61        1102  ▃
  1113      2091s    1.4653      5.5938     76.61         957  ▃
  1114      2094s    0.8032      4.7500     76.61        2097  ▁
  1115      2095s    1.3762      8.0625     76.61        1465  ▃
  1116      2097s    0.9473     46.2500     76.61       11389  ▂
  1117      2102s    1.1689     15.0625     76.61        3511  ▂
  1118      2104s    0.9097      5.0312     76.61        9997  ▁
  1119      2105s    1.0713     12.4375     76.61        5123  ▂
  1120      2106s    0.2952      3.7969     76.61        1810   
  1121      2111s    1.5668      7.4688     76.61         727  ▃
  1122      2113s    0.6274      4.9062     76.61        2775  ▁
  1123      2117s    1.1458      3.1562     76.61        1570  ▂
  1124      2120s    1.6162   3440.0000     76.61        1253  ▄
  1125      2121s    1.2385      9.6875     76.61         969  ▂
  1126      2123s    1.8809      4.5000     76.61         535  ▄
  1127      2124s    1.0444      4.3125     76.61        1293  ▂
  1128      2126s    1.0029     67.0000     76.61         437  ▂
  1129      2128s    2.2224      8.5000     76.61        2321  ▅
  1130      2130s    0.8496      5.8125     76.61         727  ▁
  1131      2131s    0.9473     10.6875     76.61        4320  ▂
  1132      2132s    0.6123     19.8750     76.61        1638  ▁
  1133      2135s    1.1808      3.8906     76.61        1258  ▂
  1134      2136s    0.6479      9.6250     76.61        3344  ▁
  1135      2140s    0.5787      2.8750     76.61         776   
  1136      2143s    1.2755     31.7500     76.61        1640  ▃
  1137      2145s    0.8560      8.8125     76.61        1212  ▁
  1138      2146s    0.8721      5.5312     76.61         701  ▁
  1139      2149s    1.2626      3.7969     76.61         674  ▃
  1140      2150s    1.5454      7.7188     76.61        2455  ▃
  1141      2151s    0.9209      5.3750     76.61        1847  ▁
  1142      2152s    1.1726      5.1562     76.61         767  ▂
  1143      2153s    1.2529      8.1875     76.61         732  ▂
  1144      2154s    0.9150      8.5625     76.61         277  ▁
  1145      2156s    1.1616      4.5312     76.61        5579  ▂
  1146      2157s    1.0068      7.0000     76.61        1081  ▂
  1147      2158s    1.5181      5.3438     76.61        7970  ▃
  1148      2160s    1.8175     48.2500     76.61        8579  ▄
  1149      2164s    1.3849     12.8125     76.61         838  ▃
  1150      2167s    0.9248     21.2500     76.61       13754  ▁
  1151      2168s    2.4246      6.1875     76.61        1454  ▆
  1152      2169s    1.0112      3.7656     76.61         915  ▂
  1153      2172s    0.7178      4.7812     76.61        1430  ▁
  1154      2173s    0.8218      6.4375     76.61        1657  ▁
  1155      2174s    1.1628      6.0625     76.61         710  ▂
  1156      2177s    1.3271      5.1875     76.61        6267  ▃
  1157      2179s    1.0449     10.0000     76.61        3422  ▂
  1158      2182s    0.9086      5.4062     76.61        7888  ▁
  1159      2184s    1.6016      4.4375     76.61         740  ▄
  1160      2187s    1.2942      5.8438     76.61         944  ▃
  1161      2188s    0.8301      6.6562     76.61         791  ▁
  1162      2193s    1.1699     15.6875     76.61        1079  ▂
  1163      2195s    1.5833     10.0625     76.61         606  ▃
  1164      2198s    0.9691      6.4688     76.61        6503  ▂
  1165      2199s    1.6782     14.4375     76.61        1597  ▄
  1166      2200s    0.6829      4.9375     76.61        1134  ▁
  1167      2202s    1.3174      5.1875     76.61        7487  ▃
  1168      2205s    0.9385      6.7500     76.61        2141  ▂
  1169      2206s    0.5132      4.5312     76.61        3161   
  1170      2208s    0.7607      5.8438     76.61         750  ▁
  1171      2209s    0.9023    181.0000     76.61        1885  ▁
  1172      2210s    0.7192      4.5000     76.61        1193  ▁
  1173      2212s    0.7715     10.3750     76.61         470  ▁
  1174      2213s    1.7163      8.8750     76.61         475  ▄
  1175      2214s    0.9468      7.3438     76.61        2816  ▂
  1176      2215s    2.0327      8.7500     76.61         294  ▅
  1177      2217s    0.6882      5.2812     76.61        1100  ▁
  1178      2218s    1.1397      5.7188     76.61         960  ▂
  1179      2221s    0.8105      9.6875     76.61        1091  ▁
  1180      2224s    0.8247     12.6250     76.61        1201  ▁
  1181      2225s    1.7400      6.7812     76.61        2011  ▄
  1182      2228s    1.3015     14.4375     76.61       13486  ▃
  1183      2230s    1.6406      4.3750     76.61        6086  ▄
  1184      2231s    1.5400     12.5625     76.61        2253  ▃
  1185      2234s    1.2469      7.4375     76.61       13615  ▂
  1186      2236s    1.7588      6.9375     76.61        9152  ▄
  1187      2237s    1.2966     25.5000     76.61         485  ▃
  1188      2239s    1.5569      7.5625     76.61        8056  ▃
  1189      2240s    1.1704      4.6875     76.61         439  ▂
  1190      2241s    1.2739      7.1562     76.61        2815  ▃
  1191      2242s    0.9194      9.6250     76.61        1280  ▁
  1192      2243s    0.6045      5.1250     76.61         765  ▁
  1193      2244s    1.6494      7.2500     76.61         124  ▄
  1194      2245s    1.0645    376.0000     76.61        1191  ▂
  1195      2247s    0.7297      8.5000     76.61        1109  ▁
  1196      2249s    1.2073      9.0625     76.61        6549  ▂
  1197      2252s    1.4623      4.2188     76.61         170  ▃
  1198      2253s    0.5604      4.7812     76.61        1932   
  1199      2256s    0.8865      5.4375     76.61         568  ▁
  1200      2258s    2.2600     18.0000     76.61        1006  ▆
  1201      2259s    0.7314      8.7500     76.61         995  ▁
  1202      2261s    1.9155      6.2500     76.61        1721  ▄
  1203      2263s    0.8140      5.0312     76.61        1669  ▁
  1204      2268s    0.9604      8.3750     76.61       13110  ▂
  1205      2271s    1.7607      6.6250     76.61         407  ▄
  1206      2274s    0.8759      3.7969     76.61       11592  ▁
  1207      2276s    1.8463      3.6719     76.61        9041  ▄
  1208      2277s    1.3396      6.3125     76.61         626  ▃
  1209      2278s    0.5943      6.8750     76.61        3871   
  1210      2281s    0.7558     85.5000     76.61        3719  ▁
  1211      2282s    1.4974      9.3125     76.61        7253  ▃
  1212      2285s    1.1960      7.0938     76.61        2828  ▂
  1213      2286s    0.9756     12.0625     76.61         260  ▂
  1214      2287s    0.6577      4.5625     76.61        1627  ▁
  1215      2289s    0.9819     13.8125     76.61        7802  ▂
  1216      2290s    0.5214      3.8281     76.61         370   
  1217      2291s    1.8486      5.1562     76.61        1277  ▄
  1218      2292s    0.8314     47.0000     76.61        1730  ▁
  1219      2294s    1.6545     32.0000     76.61         280  ▄
  1220      2295s    1.8900      4.6875     76.61        2095  ▄
  1221      2296s    1.0713      5.7500     76.61         968  ▂
  1222      2299s    1.3089      4.3125     76.61         847  ▃
  1223      2302s    0.9683     84.5000     76.61         681  ▂
  1224      2304s    0.8735      5.0312     76.61        9489  ▁
  1225      2308s    1.3123      4.0625     76.61       13943  ▃
  1226      2308s    1.4038      5.2812     76.61         814  ▃
  1227      2310s    0.8809    199.0000     76.61        3725  ▁
  1228      2311s    0.6108      8.8125     76.61        1799  ▁
  1229      2312s    1.4246      4.7500     76.61        6077  ▃
  1230      2315s    1.5257      3.8594     76.61        1049  ▃
  1231      2319s    1.1130     10.4375     76.61         594  ▂
  1232      2319s    0.4604      5.8438     76.61        1285   
  1233      2323s    0.7979     11.3125     76.61       14184  ▁
  1234      2325s    0.8599     12.9375     76.61        2124  ▁
  1235      2326s    2.0502      6.2188     76.61        1459  ▅
  1236      2329s    1.3945      3.9219     76.61        7458  ▃
  1237      2330s    1.3354     12.4375     76.61        1498  ▃
  1238      2332s    2.0364      8.3750     76.61        6337  ▅
  1239      2333s    1.1172      9.3750     76.61         630  ▂
  1240      2334s    0.8711      6.1562     76.61         458  ▁
  1241      2336s    1.3962     10.0625     76.61        1647  ▃
  1242      2339s    0.9619      4.9375     76.61         856  ▂
  1243      2340s    1.2194      6.5938     76.61        1478  ▂
  1244      2342s    1.9575     12.8125     76.61        2120  ▅
  1245      2343s    2.3684      6.6562     76.61        1104  ▆
  1246      2346s    0.7773     16.6250     76.61        1090  ▁
  1247      2347s    0.4167      4.3750     76.61         630   
  1248      2351s    0.6829      4.3125     76.61        1868  ▁
  1249      2353s    2.1289     53.7500     76.61        5770  ▅
  1250      2354s    0.8110    166.0000     76.61        2032  ▁
  1251      2355s    0.9380      6.0000     76.61         707  ▂
  1252      2356s    0.9434      9.0000     76.61        2372  ▂
  1253      2359s    1.5493     24.5000     76.61         869  ▃
  1254      2360s    1.0303     16.1250     76.61        1830  ▂
  1255      2361s    0.8364      6.5625     76.61         553  ▁
  1256      2363s    1.2368     28.8750     76.61        2224  ▂
  1257      2364s    1.2621      5.5312     76.61         111  ▃
  1258      2365s    1.0325      4.5938     76.61        2547  ▂
  1259      2368s    1.1907      7.7188     76.61       10094  ▂
  1260      2369s    1.9819      5.6250     76.61        1729  ▅
  1261      2371s    0.8562      6.4688     76.61        2221  ▁
  1262      2372s    1.3154     10.2500     76.61        1390  ▃
  1263      2373s    0.8135      8.2500     76.61        2176  ▁
  1264      2374s    1.6833      5.1250     76.61        1406  ▄
  1265      2377s    0.5493      4.3750     76.61         543   
  1266      2378s    0.4648     36.5000     76.61         594   
  1267      2380s    0.9976     21.8750     76.61        1706  ▂
  1268      2381s    1.6687     76.5000     76.61        1250  ▄
  1269      2382s    1.8886      5.8438     76.61        2993  ▄
  1270      2383s    1.0532      6.2812     76.61        1608  ▂
  1271      2386s    1.4812      3.5156     76.61          64  ▃
  1272      2389s    1.3275      4.3750     76.61        1089  ▃
  1273      2390s    0.7964      7.0625     76.61        4752  ▁
  1274      2391s    0.9033     42.5000     76.61         650  ▁
  1275      2392s    1.4116     10.0000     76.61        4921  ▃
  1276      2395s    1.2430   1240.0000     76.61        2536  ▂
  1277      2398s    1.2598      7.9375     76.61         535  ▃
  1278      2401s    0.8162     10.8125     76.61       12341  ▁
  1279      2403s    1.3522      6.4062     76.61        1223  ▃
  1280      2406s    1.7792      6.7500     76.61        1630  ▄
  1281      2407s    0.5996      4.3438     76.61         282  ▁
  1282      2408s    2.1143      6.1562     76.61        1191  ▅
  1283      2410s    0.9199     13.7500     76.61        1027  ▁
  1284      2411s    0.9189      5.3125     76.61        3338  ▁
  1285      2416s    1.0244      4.9375     76.61        3892  ▂
  1286      2417s    1.1145     10.5625     76.61          93  ▂
  1287      2418s    1.0571    217.0000     76.61        2713  ▂
  1288      2419s    1.2524      6.0625     76.61        1109  ▂
  1289      2420s    0.6754      2.3594     76.61         421  ▁
  1290      2422s    1.2728     73.5000     76.61        2111  ▃
  1291      2425s    1.3887      3.4375     76.61        1041  ▃
  1292      2430s    0.9097     23.6250     76.61        1058  ▁
  1293      2431s    1.8647      6.4688     76.61        1270  ▄
  1294      2433s    0.4089      3.8438     76.61         837   
  1295      2436s    0.8867     20.3750     76.61        1244  ▁
  1296      2437s    0.6489      8.6250     76.61        2409  ▁
  1297      2440s    1.5430      5.6250     76.61        1141  ▃
  1298      2441s    1.9756      6.2500     76.61        1059  ▅
  1299      2443s    0.5940      4.6875     76.61        1259   
  1300      2444s    1.1555      3.3281     76.61        1000  ▂
  1301      2447s    1.2832     12.0625     76.61       13589  ▃
  1302      2448s    0.9320    892.0000     76.61        3149  ▂
  1303      2449s    0.5332      6.0938     76.61         932   
  1304      2450s    1.1875      6.1875     76.61        3963  ▂
  1305      2453s    1.4804      4.2500     76.61         815  ▃
  1306      2454s    1.2070      9.3125     76.61        1939  ▂
  1307      2455s    0.4712      4.0938     76.61        2964   
  1308      2458s    1.1147      8.6250     76.61       13310  ▂
  1309      2460s    1.8569      8.5000     76.61         602  ▄
  1310      2461s    1.2859      6.7500     76.61        2141  ▃
  1311      2462s    0.7432     19.6250     76.61        1099  ▁
  1312      2464s    1.8243      4.8125     76.61         465  ▄
  1313      2466s    1.1792      5.4062     76.61        3803  ▂
  1314      2467s    1.8130      6.0312     76.61         789  ▄
  1315      2468s    0.9331      6.7812     76.61         550  ▂
  1316      2469s    0.6616      9.1875     76.61        1634  ▁
  1317      2470s    1.0239     53.2500     76.61         415  ▂
  1318      2471s    0.8389     10.6875     76.61         971  ▁
  1319      2474s    0.7647      3.7812     76.61         965  ▁
  1320      2477s    1.1393      3.1562     76.61       10278  ▂
  1321      2478s    0.9873      6.0000     76.61         802  ▂
  1322      2480s    1.0660     12.5625     76.61        9113  ▂
  1323      2481s    1.2491      9.6875     76.61        3225  ▂
  1324      2482s    1.0473      7.4375     76.61          67  ▂
  1325      2483s    0.9258      7.5938     76.61         624  ▁
  1326      2486s    1.3413      2.6875     76.61       13682  ▃
  1327      2487s    0.8696      7.3438     76.61        3281  ▁
  1328      2489s    1.6614      4.7500     76.61        8414  ▄
  1329      2490s    0.9187      8.0000     76.61         554  ▁
  1330      2496s    1.3719    156.0000     76.61       13293  ▃
  1331      2497s    1.8414      8.6875     76.61         871  ▄
  1332      2498s    0.7700      4.8750     76.61        2469  ▁
  1333      2501s    0.7145      7.5312     76.61         375  ▁
  1334      2504s    1.5918     22.1250     76.61       13091  ▄
  1335      2508s    0.3955      5.8125     76.61       14070   
  1336      2512s    0.8657      4.1562     76.61         988  ▁
  1337      2514s    0.3784      3.4844     76.61         309   
  1338      2517s    0.9868     10.7500     76.61        3154  ▂
  1339      2518s    1.7690     13.0625     76.61        2109  ▄
  1340      2519s    0.9551      5.8750     76.61         568  ▂
  1341      2520s    1.2574      5.6562     76.61         488  ▂
  1342      2524s    1.6235      5.4062     76.61         761  ▄
  1343      2525s    0.7690      4.7500     76.61        2841  ▁
  1344      2525s    1.1448     20.0000     76.61        1075  ▂
  1345      2526s    0.7705      6.2500     76.61        1177  ▁
  1346      2528s    0.9160      7.2500     76.61        6899  ▁
  1347      2529s    0.7615     11.9375     76.61        1781  ▁
  1348      2531s    1.7166      5.5000     76.61        7103  ▄
  1349      2532s    1.2126      6.9688     76.61        1896  ▂
  1350      2536s    1.0073    108.0000     76.61       14181  ▂
  1351      2538s    0.8389     10.3125     76.61        2208  ▁
  1352      2541s    1.5247      8.8125     76.61       13785  ▃
  1353      2543s    1.4594      5.5312     76.61        8958  ▃
  1354      2546s    1.3311      3.8438     76.61       13683  ▃
  1355      2548s    0.8977     39.2500     76.61        6615  ▁
  1356      2550s    0.9915     10.4375     76.61        1852  ▂
  1357      2553s    1.2710     26.0000     76.61        1639  ▃
  1358      2554s    1.3599      8.2500     76.61        1325  ▃
  1359      2556s    1.2320      5.4688     76.61        1543  ▂
  1360      2557s    1.9070      6.7812     76.61        1195  ▄
  1361      2560s    1.2487     72.0000     76.61         542  ▂
  1362      2561s    1.0850      9.1250     76.61        2530  ▂
  1363      2563s    0.7886      5.5625     76.61        5163  ▁
  1364      2563s    1.1104      5.6562     76.61         330  ▂
  1365      2565s    0.6323     24.8750     76.61         596  ▁
  1366      2566s    0.9316      9.8125     76.61         367  ▂
  1367      2567s    0.8193    334.0000     76.61         424  ▁
  1368      2567s    1.2217      6.4688     76.61        1122  ▂
  1369      2570s    0.4799      2.1094     76.61         308   
  1370      2571s    1.0049      5.9688     76.61        1007  ▂
  1371      2572s    0.9575      6.2188     76.61         966  ▂
  1372      2574s    1.3232      3.5156     76.61        4076  ▃
  1373      2577s    1.2068     12.0625     76.61        3195  ▂
  1374      2578s    1.2539     10.3125     76.61        2412  ▂
  1375      2579s    1.4629      6.1250     76.61        1245  ▃
  1376      2579s    1.0745      5.7812     76.61         677  ▂
  1377      2583s    0.8423      6.5000     76.61        1827  ▁
  1378      2585s    1.6650     20.6250     76.61        9114  ▄
  1379      2586s    1.1985      6.1250     76.61        1268  ▂
  1380      2587s    0.7729     11.3750     76.61         707  ▁
  1381      2590s    1.6897      5.1250     76.61        2770  ▄
  1382      2592s    0.6890      4.3438     76.61         858  ▁
  1383      2593s    0.9355      9.3750     76.61        1439  ▂
  1384      2599s    1.3778     27.5000     76.61       13745  ▃
  1385      2600s    0.5959     11.2500     76.61        2234   
  1386      2603s    1.2017     12.3750     76.61        1561  ▂
  1387      2604s    0.7999      5.4062     76.61         561  ▁
  1388      2605s    0.9346     10.8125     76.61        1021  ▂
  1389      2609s    1.6581     15.8125     76.61        2121  ▄
  1390      2610s    0.7964      5.8125     76.61         396  ▁
  1391      2611s    2.0010     15.4375     76.61        7067  ▅
  1392      2612s    0.7332      6.8438     76.61        1107  ▁
  1393      2614s    0.9258     22.3750     76.61         366  ▁
  1394      2616s    1.6470      5.5000     76.61        1091  ▄
  1395      2619s    1.2239      4.3750     76.61        1290  ▂
  1396      2620s    1.0234      3.8594     76.61         358  ▂
  1397      2622s    1.6914      6.5000     76.61        6000  ▄
  1398      2623s    0.7896      7.5000     76.61        1505  ▁
  1399      2625s    1.8391      8.7500     76.61         330  ▄
  1400      2625s    0.8057      5.0000     76.61         559  ▁
  1401      2628s    0.9009      8.6875     76.61        1320  ▁
  1402      2629s    0.7725      6.3750     76.61        1747  ▁
  1403      2630s    0.7568     15.0625     76.61        1291  ▁
  1404      2632s    1.1676      4.1875     76.61        9199  ▂
  1405      2633s    1.2705      9.9375     76.61        1932  ▃
  1406      2634s    0.8306      6.3125     76.61         987  ▁
  1407      2635s    1.0461     13.6875     76.61         580  ▂
  1408      2637s    1.7366     65.5000     76.61         860  ▄
  1409      2638s    1.0444      7.3438     76.61        1657  ▂
  1410      2641s    0.9248     28.6250     76.61         851  ▁
  1411      2644s    1.2799      3.5469     76.61       13300  ▃
  1412      2646s    0.7185      8.8125     76.61        1420  ▁
  1413      2647s    1.3743      5.4688     76.61         477  ▃
  1414      2648s    1.0879     19.8750     76.61        2496  ▂
  1415      2650s    1.4597     71.5000     76.61        7149  ▃
  1416      2651s    1.8083      5.5938     76.61        5685  ▄
  1417      2652s    0.9518     78.0000     76.61          80  ▂
  1418      2656s    1.4560      4.9062     76.61       13409  ▃
  1419      2659s    1.1751     18.0000     76.61         693  ▂
  1420      2660s    1.3273      4.9062     76.61        4334  ▃
  1421      2663s    0.8499      5.1250     76.61        1643  ▁
  1422      2664s    1.5232     14.3125     76.61        4423  ▃
  1423      2667s    1.5787      2.7656     76.61        7973  ▃
  1424      2669s    2.1442      5.8438     76.61        1784  ▅
  1425      2672s    1.8301      5.7812     76.61         225  ▄
  1426      2673s    0.6743      6.4375     76.61        2781  ▁
  1427      2674s    0.9019      7.2188     76.61        1398  ▁
  1428      2676s    2.0040     16.2500     76.61        6876  ▅
  1429      2678s    0.7467      7.4062     76.61          82  ▁
  1430      2681s    1.8135     36.2500     76.61        2216  ▄
  1431      2682s    1.8105     23.0000     76.61        3241  ▄
  1432      2686s    0.9761      4.6250     76.61        1626  ▂
  1433      2687s    1.5747      8.2500     76.61         407  ▃
  1434      2688s    1.8546      6.2812     76.61        1925  ▄
  1435      2689s    1.3467      4.0938     76.61        1813  ▃
  1436      2691s    0.9036      6.2188     76.61         528  ▁
  1437      2693s    0.5591      8.3125     76.61        1554   
  1438      2696s    1.1953      3.8906     76.61        2781  ▂
  1439      2698s    1.9192      6.4375     76.61        5815  ▅
  1440      2699s    0.5796      3.8906     76.61         617   
  1441      2700s    0.9740      7.0312     76.61         487  ▂
  1442      2701s    0.8383      6.2188     76.61        1348  ▁
  1443      2702s    0.7154      3.9688     76.61        1469  ▁
  1444      2703s    0.5576     13.6250     76.61        1862   
  1445      2706s    1.2850      4.0938     76.61         736  ▃
  1446      2708s    1.6533      4.3125     76.61         918  ▄
  1447      2709s    0.7161      6.7500     76.61        2809  ▁
  1448      2711s    1.6581      8.6875     76.61         364  ▄
  1449      2712s    0.9136      7.9062     76.61         564  ▁
  1450      2713s    0.7590      4.2500     76.61         950  ▁
  1451      2715s    1.4152      7.5000     76.61        3416  ▃
  1452      2716s    0.6113     10.4375     76.61        1923  ▁
  1453      2717s    0.8838      6.4688     76.61        1872  ▁
  1454      2721s    1.2297      4.0938     76.61        2353  ▂
  1455      2722s    0.4495     63.7500     76.61        1804   
  1456      2724s    1.0291      7.5625     76.61         934  ▂
  1457      2726s    0.8608      8.0625     76.61         534  ▁
  1458      2728s    1.7834      5.0938     76.61        6425  ▄
  1459      2729s    0.9326      6.5938     76.61        1561  ▂
  1460      2732s    1.2037      3.0469     76.61        1477  ▂
  1461      2733s    0.7258      3.8906     76.61        2803  ▁
  1462      2734s    0.4673      3.9062     76.61         522   
  1463      2735s    0.9238      4.9062     76.61        2891  ▁
  1464      2737s    1.7107      4.4375     76.61         380  ▄
  1465      2739s    1.1125      6.6250     76.61       11430  ▂
  1466      2740s    1.5940      9.1875     76.61        3967  ▄
